WEEK_RANK,NAME,TEAM,WEEK,RESULT,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,YEAR,SEASON_TYPE
4,R. Grossman,CHI,8,W41-10vs. SF,94.0,6.2,30,3.9,3.9,0.0,0.0,0.0,94.9,2006,REGULAR
5,P. Rivers,SD,8,W38-24vs. STL,93.3,5.1,25,5.7,5.2,0.2,-0.3,0.0,94.8,2006,REGULAR
6,S. Rosenfels,HOU,8,L28-22at TEN,89.3,4.5,33,3.9,3.7,0.1,0.0,0.0,87.1,2006,REGULAR
7,M. Vick,ATL,8,W29-27at CIN,86.1,5.5,38,7.7,7.0,-0.2,-0.9,-0.1,88.7,2006,REGULAR
8,T. Brady,NE,8,W31-7at MIN,83.2,3.4,52,4.6,4.0,-0.1,-0.7,0.0,71.6,2006,REGULAR
9,J. Plummer,DEN,8,L34-31vs. IND,81.5,3.5,28,5.1,3.9,0.9,-0.5,-0.1,85.5,2006,REGULAR
10,C. Palmer,CIN,8,L29-27vs. ATL,81.3,5.9,45,7.9,7.0,0.4,-0.5,0.0,86.4,2006,REGULAR
11,M. Bulger,STL,8,L38-24at SD,76.7,1.6,48,2.6,1.1,0.0,-1.4,0.2,61.3,2006,REGULAR
12,D. Garrard,JAX,8,W13-6at PHI,75.3,2.0,27,3.1,-1.3,3.4,-0.8,0.1,73.6,2006,REGULAR
13,C. Frye,CLE,8,W20-13vs. NYJ,73.4,2.5,29,3.9,1.8,0.7,-1.3,0.1,77.5,2006,REGULAR
14,V. Young,TEN,8,W28-22vs. HOU,73.0,2.8,21,3.6,-1.2,3.9,-0.2,0.6,86.7,2006,REGULAR
15,B. Favre,GB,8,W31-14vs. ARI,69.6,3.0,34,3.6,3.1,0.0,0.0,0.5,78.0,2006,REGULAR
16,T. Romo,DAL,8,W35-14at CAR,64.6,0.3,48,3.1,1.0,0.9,-1.1,0.0,51.9,2006,REGULAR
17,S. Wallace,SEA,8,L35-28at KC,60.4,1.5,37,3.5,2.5,-0.3,-0.9,0.4,63.7,2006,REGULAR
18,D. Brees,NO,8,L35-22vs. BAL,59.0,0.4,56,1.6,2.4,-0.9,-0.2,0.0,52.4,2006,REGULAR
19,M. Leinart,ARI,8,L31-14at GB,38.5,-4.2,47,-0.8,-2.1,0.1,-1.0,0.2,22.1,2006,REGULAR
20,B. Roethlisberger,PIT,8,L20-13at OAK,34.0,-4.2,44,-1.4,-3.6,-0.2,-2.1,0.2,20.8,2006,REGULAR
21,D. McNabb,PHI,8,L13-6vs. JAX,27.6,-3.6,46,-0.8,-4.6,1.8,-2.2,-0.3,24.6,2006,REGULAR
22,B. Johnson,MIN,8,L31-7vs. NE,21.3,-3.3,36,-0.9,-1.3,0.2,0.0,0.1,21.3,2006,REGULAR
23,E. Manning,NYG,8,W17-3vs. TB,20.4,-1.9,33,0.0,-0.9,0.0,-1.0,0.0,30.8,2006,REGULAR
24,B. Gradkowski,TB,8,L17-3at NYG,20.1,-5.5,56,-1.7,-2.0,-1.1,-0.9,0.5,20.0,2006,REGULAR
25,C. Pennington,NYJ,8,L20-13at CLE,19.0,-3.0,32,-1.0,-2.9,1.0,-0.4,0.5,21.3,2006,REGULAR
26,D. Carr,HOU,8,L28-22at TEN,17.0,-3.7,29,-2.0,-3.6,0.1,-1.4,0.1,14.2,2006,REGULAR
27,J. Delhomme,CAR,8,L35-14vs. DAL,5.8,-6.0,37,-3.2,-4.7,0.0,-0.4,1.2,9.1,2006,REGULAR
28,A. Walter,OAK,8,W20-13vs. PIT,1.6,-5.6,21,-4.2,-7.0,0.0,-2.9,-0.1,2.3,2006,REGULAR
29,A. Smith,SF,8,L41-10at CHI,1.4,-11.6,33,-3.2,-2.4,-1.3,-0.4,0.0,0.7,2006,REGULAR
1,D. Brees,NO,9,W31-14at TB,94.5,8.2,37,8.6,8.2,0.5,0.0,-0.1,95.8,2006,REGULAR
2,D. Garrard,JAX,9,W37-7vs. TEN,92.0,5.1,29,4.7,2.6,1.5,-0.5,0.1,92.5,2006,REGULAR
3,P. Manning,IND,9,W27-20at NE,86.4,4.6,42,7.0,5.0,0.0,-1.6,0.3,82.7,2006,REGULAR
4,J. Plummer,DEN,9,W31-20at PIT,82.3,3.8,33,5.2,4.2,0.5,-0.6,-0.1,83.7,2006,REGULAR
5,T. Romo,DAL,9,L22-19at WSH,74.1,5.4,44,8.0,7.4,-0.4,-1.0,0.0,85.0,2006,REGULAR
6,D. Carr,HOU,9,L14-10at NYG,73.3,2.8,39,5.0,3.6,1.4,-0.4,-0.3,73.3,2006,REGULAR
7,S. McNair,BAL,9,W26-20vs. CIN,70.4,3.7,36,4.7,4.3,0.6,0.0,-0.2,80.9,2006,REGULAR
8,J. Kitna,DET,9,W30-14vs. ATL,66.4,3.1,42,5.2,2.5,2.2,-0.8,-0.3,74.3,2006,REGULAR
9,S. Wallace,SEA,9,W16-0vs. OAK,61.5,0.2,41,2.2,-0.9,2.4,-1.0,-0.3,51.7,2006,REGULAR
10,B. Roethlisberger,PIT,9,L31-20vs. DEN,58.2,0.2,65,3.4,2.3,-0.9,-2.1,0.0,51.3,2006,REGULAR
11,C. Palmer,CIN,9,L26-20at BAL,52.7,-1.1,34,0.8,-0.9,0.0,-0.7,0.9,39.2,2006,REGULAR
12,T. Brady,NE,9,L27-20vs. IND,51.2,1.0,41,3.3,2.5,0.2,0.0,0.7,58.3,2006,REGULAR
13,M. Brunell,WSH,9,W22-19vs. DAL,49.3,1.0,30,2.7,3.5,-1.8,-0.5,0.5,61.2,2006,REGULAR
14,E. Manning,NYG,9,W14-10vs. HOU,49.2,1.7,32,3.6,2.3,0.0,-0.9,0.4,68.3,2006,REGULAR
15,C. Frye,CLE,9,L32-25at SD,47.6,-3.5,59,-0.2,-2.7,-0.5,-1.9,1.1,30.4,2006,REGULAR
16,B. Gradkowski,TB,9,L31-14vs. NO,45.0,0.1,38,1.8,1.3,-0.5,-1.1,-0.2,50.6,2006,REGULAR
17,B. Favre,GB,9,L24-10at BUF,44.6,-1.1,51,1.7,1.1,0.0,-0.8,-0.2,42.5,2006,REGULAR
18,J. Harrington,MIA,9,W31-13at CHI,42.2,-2.9,39,-0.5,-1.0,-0.1,0.0,0.6,26.2,2006,REGULAR
19,A. Smith,SF,9,W9-3vs. MIN,30.8,-2.3,27,-0.7,-2.6,0.5,-1.6,-0.2,23.0,2006,REGULAR
20,M. Vick,ATL,9,L30-14at DET,24.0,-3.3,46,-0.4,-2.4,1.3,-0.8,-0.2,26.7,2006,REGULAR
21,P. Rivers,SD,9,W32-25vs. CLE,21.8,-2.2,35,-0.3,0.0,-1.5,-1.5,-0.3,29.5,2006,REGULAR
22,J.P. Losman,BUF,9,W24-10vs. GB,18.1,-3.6,25,-2.1,-3.3,-1.0,-2.6,-0.4,11.7,2006,REGULAR
23,R. Grossman,CHI,9,L31-13vs. MIA,13.9,-5.7,51,-2.1,-5.2,0.0,-1.5,1.5,17.2,2006,REGULAR
24,B. Johnson,MIN,9,L9-3at SF,13.3,-5.0,36,-2.9,-5.6,-0.1,-2.1,0.7,12.1,2006,REGULAR
25,A. Walter,OAK,9,L16-0at SEA,9.4,-9.2,50,-5.0,-6.8,-1.3,-3.5,-0.4,6.8,2006,REGULAR
26,V. Young,TEN,9,L37-7at JAX,3.2,-11.9,44,-5.0,-4.2,-1.0,-0.2,0.0,2.1,2006,REGULAR
1,C. Palmer,CIN,10,L49-41vs. SD,93.4,7.2,47,8.2,6.6,0.1,-1.1,0.4,89.8,2006,REGULAR
2,P. Rivers,SD,10,W49-41at CIN,87.9,6.6,42,7.6,6.6,0.0,-1.1,-0.1,90.2,2006,REGULAR
3,D. Carr,HOU,10,W13-10at JAX,85.0,3.9,42,6.1,0.8,4.4,-0.6,0.4,78.5,2006,REGULAR
4,D. Brees,NO,10,L38-31at PIT,84.2,7.1,55,9.8,10.8,-1.5,-0.4,0.2,86.0,2006,REGULAR
5,B. Roethlisberger,PIT,10,W38-31vs. NO,83.6,4.1,31,5.8,4.8,0.1,-0.9,0.0,86.5,2006,REGULAR
6,B. Favre,GB,10,W23-17at MIN,83.0,2.8,44,5.2,5.5,0.0,0.0,-0.4,71.2,2006,REGULAR
7,D. McNabb,PHI,10,W27-3vs. WSH,80.5,4.8,29,4.4,3.3,1.1,-0.1,-0.1,91.1,2006,REGULAR
8,T. Romo,DAL,10,W27-10at ARI,78.0,3.4,34,4.7,6.5,-1.7,0.0,-0.1,80.7,2006,REGULAR
9,S. McNair,BAL,10,W27-26at TEN,72.9,2.8,51,5.5,4.2,0.5,-0.6,0.3,68.6,2006,REGULAR
10,J. Delhomme,CAR,10,W24-10vs. TB,72.3,4.0,37,6.0,6.7,-0.8,0.0,0.1,81.9,2006,REGULAR
11,R. Grossman,CHI,10,W38-20at NYG,71.9,2.4,37,4.5,3.2,0.0,-1.5,-0.1,71.8,2006,REGULAR
12,V. Young,TEN,10,L27-26vs. BAL,71.6,1.6,35,3.6,1.4,1.2,-0.9,0.0,65.8,2006,REGULAR
13,T. Brady,NE,10,L17-14vs. NYJ,69.7,3.1,42,5.4,3.3,0.0,-2.1,-0.1,74.2,2006,REGULAR
14,C. Pennington,NYJ,10,W17-14at NE,69.7,1.5,38,3.7,3.5,-0.4,-0.6,0.0,63.4,2006,REGULAR
15,J. Harrington,MIA,10,W13-10vs. KC,63.6,2.7,39,4.5,2.9,0.8,-0.5,0.3,72.6,2006,REGULAR
16,P. Manning,IND,10,W17-16vs. BUF,61.7,1.9,42,4.4,4.5,0.0,0.0,-0.1,65.7,2006,REGULAR
17,M. Bulger,STL,10,L24-22at SEA,55.3,-0.5,51,2.5,0.5,0.5,-2.0,-0.5,46.7,2006,REGULAR
18,J. Kitna,DET,10,L19-13vs. SF,52.4,0.8,40,3.0,0.3,1.0,-1.3,0.3,56.7,2006,REGULAR
19,A. Smith,SF,10,W19-13at DET,45.9,0.0,29,1.6,1.7,-1.5,-1.3,0.0,49.6,2006,REGULAR
20,B. Johnson,MIN,10,L23-17vs. GB,44.4,-1.8,34,0.2,-1.4,0.0,-1.6,0.0,32.3,2006,REGULAR
21,M. Leinart,ARI,10,L27-10vs. DAL,44.4,0.8,46,2.6,0.9,1.0,-0.7,0.0,56.5,2006,REGULAR
22,A. Walter,OAK,10,L17-13vs. DEN,39.6,-2.0,40,0.4,-0.2,-0.9,-1.5,-0.1,33.2,2006,REGULAR
23,C. Frye,CLE,10,W17-13at ATL,31.9,-1.6,34,0.4,-2.1,0.3,-2.2,0.0,34.1,2006,REGULAR
24,S. Wallace,SEA,10,W24-22vs. STL,30.9,-1.1,31,0.7,-1.6,-0.8,-2.8,0.2,37.8,2006,REGULAR
25,J. Plummer,DEN,10,W17-13at OAK,29.5,-4.2,38,-1.9,-0.4,-2.0,-0.7,-0.2,17.5,2006,REGULAR
26,B. Gradkowski,TB,10,L24-10at CAR,26.1,-4.6,42,-1.9,-1.5,-1.7,-1.0,0.3,17.3,2006,REGULAR
27,M. Vick,ATL,10,L17-13vs. CLE,24.4,-2.4,48,0.4,-2.2,2.2,-0.4,0.0,32.9,2006,REGULAR
28,D. Huard,KC,10,L13-10at MIA,23.2,-3.7,43,-1.1,-1.9,0.0,-1.0,-0.2,22.7,2006,REGULAR
29,M. Brunell,WSH,10,L27-3at PHI,19.9,-3.7,35,-1.2,-0.9,0.0,0.0,-0.3,18.5,2006,REGULAR
30,J.P. Losman,BUF,10,L17-16at IND,11.2,-2.9,20,-1.7,-2.2,-1.7,-2.3,-0.1,11.3,2006,REGULAR
31,D. Garrard,JAX,10,L13-10vs. HOU,10.9,-3.9,42,-1.3,-4.4,2.6,-0.5,-0.1,21.4,2006,REGULAR
32,E. Manning,NYG,10,L38-20vs. CHI,4.3,-9.3,37,-6.3,-5.4,-1.9,-1.2,-0.2,2.8,2006,REGULAR
1,J.P. Losman,BUF,11,W24-21at HOU,88.1,7.7,43,10.1,7.2,1.4,-1.3,0.2,92.6,2006,REGULAR
2,T. Brady,NE,11,W35-0at GB,86.0,2.9,40,3.6,5.2,-2.2,-0.1,0.5,73.5,2006,REGULAR
3,P. Rivers,SD,11,W35-27at DEN,82.5,2.1,30,3.7,3.9,-0.3,0.0,0.1,73.1,2006,REGULAR
4,A. Brooks,OAK,11,L17-13at KC,82.0,3.7,30,5.4,4.6,0.8,0.0,0.0,85.0,2006,REGULAR
5,C. Palmer,CIN,11,W31-16at NO,80.5,2.4,25,3.7,3.6,-0.6,-0.7,0.0,79.7,2006,REGULAR
6,M. Leinart,ARI,11,W17-10vs. DET,77.7,4.3,36,5.8,5.2,-0.2,-0.4,0.5,84.2,2006,REGULAR
7,D. Garrard,JAX,11,W26-10vs. NYG,77.4,4.3,39,6.0,4.4,1.9,0.0,-0.2,82.8,2006,REGULAR
8,T. Romo,DAL,11,W21-14vs. IND,67.3,2.2,31,3.9,2.2,0.9,-0.5,0.3,73.3,2006,REGULAR
9,M. Vick,ATL,11,L24-10at BAL,67.2,0.4,35,2.3,-4.2,2.6,-2.8,1.0,54.3,2006,REGULAR
10,B. Roethlisberger,PIT,11,W24-20at CLE,64.8,2.5,48,5.1,4.0,0.3,-0.8,0.0,67.9,2006,REGULAR
11,V. Young,TEN,11,W31-13at PHI,63.8,1.1,32,2.5,-2.3,3.6,-0.8,0.4,61.6,2006,REGULAR
12,D. Carr,HOU,11,L24-21vs. BUF,62.4,1.9,39,4.0,3.5,-0.5,-1.1,-0.1,66.3,2006,REGULAR
13,S. Wallace,SEA,11,L20-14at SF,58.1,0.6,36,2.1,-0.5,1.9,-0.7,-0.1,55.5,2006,REGULAR
14,B. Gradkowski,TB,11,W20-17vs. WSH,56.8,2.2,27,3.8,4.4,-0.9,0.0,0.3,76.5,2006,REGULAR
15,S. McNair,BAL,11,W24-10vs. ATL,48.5,1.0,43,3.4,2.7,-0.9,-1.2,0.4,57.9,2006,REGULAR
16,A. Smith,SF,11,W20-14vs. SEA,47.6,-0.4,32,1.3,0.0,0.3,-0.6,0.4,45.9,2006,REGULAR
17,J. Campbell,WSH,11,L20-17at TB,45.0,0.2,40,2.0,2.6,-0.9,-0.3,0.0,51.9,2006,REGULAR
18,J. Harrington,MIA,11,W24-20vs. MIN,43.8,-2.2,47,0.6,2.8,-2.6,-0.4,0.0,34.3,2006,REGULAR
19,T. Green,KC,11,W17-13vs. OAK,42.8,-1.1,22,0.2,-0.5,-0.2,-0.5,0.5,33.4,2006,REGULAR
20,D. Brees,NO,11,L31-16vs. CIN,40.8,0.6,56,3.1,2.2,0.0,-1.0,-0.1,53.8,2006,REGULAR
21,P. Manning,IND,11,L21-14at DAL,40.0,-0.6,44,2.0,0.0,1.0,-0.7,0.3,45.1,2006,REGULAR
22,B. Johnson,MIN,11,L24-20at MIA,39.3,-1.8,56,1.2,-1.0,0.7,-1.6,0.0,38.6,2006,REGULAR
23,C. Frye,CLE,11,L24-20vs. PIT,38.5,-0.2,38,1.9,-1.5,1.3,-2.3,-0.2,47.7,2006,REGULAR
24,C. Pennington,NYJ,11,L10-0vs. CHI,38.4,-2.7,42,-0.2,0.0,0.0,-0.1,-0.3,28.6,2006,REGULAR
25,J. Delhomme,CAR,11,W15-0vs. STL,29.2,-1.2,30,0.5,-1.2,0.0,-1.5,0.2,35.8,2006,REGULAR
26,R. Grossman,CHI,11,W10-0at NYJ,27.3,-2.0,28,-0.4,-0.4,0.0,-0.5,-0.5,26.3,2006,REGULAR
27,J. Plummer,DEN,11,L35-27vs. SD,26.9,-3.5,33,-1.4,-2.3,-0.1,-0.7,0.2,18.0,2006,REGULAR
28,E. Manning,NYG,11,L26-10at JAX,22.4,-5.7,48,-2.2,-2.4,-0.3,-0.4,0.1,15.7,2006,REGULAR
29,J. Garcia,PHI,11,L31-13vs. TEN,20.7,-4.6,50,-1.0,-1.0,0.1,0.0,-0.1,21.5,2006,REGULAR
30,J. Kitna,DET,11,L17-10at ARI,19.9,-4.1,47,-1.1,-2.6,-0.2,-1.5,0.2,22.6,2006,REGULAR
31,M. Bulger,STL,11,L15-0at CAR,12.6,-8.2,47,-4.8,-7.6,0.0,-3.0,-0.2,7.9,2006,REGULAR
1,T. Romo,DAL,12,W38-10vs. TB,99.1,11.6,31,11.2,10.5,0.0,-0.7,0.1,99.5,2006,REGULAR
2,J. Garcia,PHI,12,L45-21at IND,96.8,6.3,26,4.8,4.6,0.2,0.0,0.0,96.8,2006,REGULAR
3,C. Palmer,CIN,12,W30-0at CLE,95.0,8.7,40,7.7,6.4,-0.3,-0.4,1.1,95.6,2006,REGULAR
4,T. Brady,NE,12,W17-13vs. CHI,89.2,4.2,36,6.3,4.3,2.0,0.0,0.0,84.1,2006,REGULAR
5,P. Manning,IND,12,W45-21vs. PHI,89.0,3.4,21,3.3,3.2,0.0,0.0,0.0,90.7,2006,REGULAR
6,J. Harrington,MIA,12,W27-10at DET,86.7,5.0,35,6.7,7.7,-0.8,-0.3,-0.5,88.3,2006,REGULAR
7,B. Johnson,MIN,12,W31-26vs. ARI,86.1,8.0,50,9.7,7.5,1.2,-1.0,0.1,90.6,2006,REGULAR
8,M. Leinart,ARI,12,L31-26at MIN,85.9,4.7,59,6.4,6.1,-0.3,-0.5,0.1,75.6,2006,REGULAR
9,S. McNair,BAL,12,W27-0vs. PIT,85.1,3.9,26,4.2,4.0,0.0,0.0,0.2,89.3,2006,REGULAR
10,D. Brees,NO,12,W31-13at ATL,83.8,4.2,34,5.5,4.6,0.0,-0.9,0.0,85.1,2006,REGULAR
11,C. Pennington,NYJ,12,W26-11vs. HOU,82.7,6.2,37,6.8,5.0,0.2,-0.5,1.1,91.4,2006,REGULAR
12,E. Manning,NYG,12,L24-21at TEN,80.2,2.7,32,3.2,2.1,0.9,0.0,0.1,76.6,2006,REGULAR
13,D. Garrard,JAX,12,L27-24at BUF,78.0,2.8,34,4.7,4.0,-0.4,-1.5,-0.3,76.1,2006,REGULAR
14,V. Young,TEN,12,W24-21vs. NYG,68.7,3.4,45,4.1,4.0,-0.4,-0.6,0.0,74.3,2006,REGULAR
15,M. Vick,ATL,12,L31-13vs. NO,63.4,2.4,43,4.4,-4.8,7.4,-1.6,0.3,68.5,2006,REGULAR
16,J. Plummer,DEN,12,L19-10at KC,58.8,1.5,43,3.5,3.1,0.1,-0.3,0.0,62.1,2006,REGULAR
17,A. Brooks,OAK,12,L21-14at SD,58.3,-1.1,41,1.0,-1.9,0.7,-1.7,0.6,40.2,2006,REGULAR
18,P. Rivers,SD,12,W21-14vs. OAK,55.7,-0.4,35,1.5,0.9,-0.5,-0.3,0.8,45.5,2006,REGULAR
19,J. Campbell,WSH,12,W17-13vs. CAR,55.0,-0.1,28,1.5,0.1,1.0,-0.7,-0.2,48.8,2006,REGULAR
20,M. Hasselbeck,SEA,12,W34-24vs. GB,52.8,-1.2,43,1.3,-0.2,0.5,-0.4,0.6,40.1,2006,REGULAR
21,J.P. Losman,BUF,12,W27-24vs. JAX,52.4,-0.1,33,1.8,2.3,-1.9,0.0,1.4,49.1,2006,REGULAR
22,R. Grossman,CHI,12,L17-13at NE,52.1,-0.6,42,1.9,-0.8,-0.2,-0.4,2.4,45.1,2006,REGULAR
23,D. Carr,HOU,12,L26-11at NYJ,50.3,-0.2,60,2.2,0.4,0.1,-1.6,0.1,49.0,2006,REGULAR
24,T. Green,KC,12,W19-10vs. DEN,39.1,-1.4,28,0.2,0.0,-0.5,-0.4,0.4,32.7,2006,REGULAR
25,J. Delhomme,CAR,12,L17-13at WSH,38.9,0.5,42,3.0,2.6,0.0,-0.4,0.0,54.4,2006,REGULAR
26,B. Gradkowski,TB,12,L38-10at DAL,35.9,-0.6,24,0.5,-0.3,0.8,-0.1,-0.1,40.8,2006,REGULAR
27,B. Favre,GB,12,L34-24at SEA,19.8,-4.9,40,-1.9,0.1,-1.9,0.0,-0.1,14.9,2006,REGULAR
28,J. Kitna,DET,12,L27-10vs. MIA,19.5,-4.3,52,-1.0,-3.7,0.0,-2.9,-0.1,23.8,2006,REGULAR
29,B. Roethlisberger,PIT,12,L27-0at BAL,18.5,-7.7,54,-2.3,-5.4,0.0,-2.9,0.1,11.6,2006,REGULAR
30,C. Frye,CLE,12,L30-0vs. CIN,17.4,-2.8,38,-0.3,-1.2,-0.2,-1.1,0.0,26.2,2006,REGULAR
1,D. Anderson,CLE,13,W31-28vs. KC,96.4,6.3,24,7.0,3.6,2.9,-0.4,0.0,97.6,2006,REGULAR
2,C. Pennington,NYJ,13,W38-10at GB,95.7,6.2,38,5.5,5.2,0.0,0.0,0.4,90.9,2006,REGULAR
3,T. Green,KC,13,L31-28at CLE,94.0,6.9,34,8.8,8.3,0.0,-0.5,0.0,94.7,2006,REGULAR
4,D. Garrard,JAX,13,W24-10at MIA,92.2,5.5,32,7.2,4.0,1.6,-1.8,-0.2,92.0,2006,REGULAR
5,V. Young,TEN,13,W20-17vs. IND,90.6,6.3,35,8.3,1.8,6.7,0.0,-0.2,92.8,2006,REGULAR
6,E. Manning,NYG,13,L23-20vs. DAL,80.7,5.6,41,8.0,7.3,0.3,0.0,0.3,87.2,2006,REGULAR
7,P. Manning,IND,13,L20-17at TEN,76.1,2.4,35,4.3,5.3,-0.7,0.0,-0.3,72.1,2006,REGULAR
8,J. Garcia,PHI,13,W27-24vs. CAR,73.6,2.5,45,5.1,3.0,1.6,-0.8,-0.3,68.5,2006,REGULAR
9,M. Vick,ATL,13,W24-14at WSH,71.6,3.0,27,4.2,3.0,0.7,-0.6,-0.1,82.5,2006,REGULAR
10,C. Palmer,CIN,13,W13-7vs. BAL,70.1,1.5,36,3.3,2.9,0.0,-0.6,-0.2,64.1,2006,REGULAR
11,J.P. Losman,BUF,13,L24-21vs. SD,65.5,0.6,47,2.7,-0.6,2.4,-0.9,-0.1,54.2,2006,REGULAR
12,D. Brees,NO,13,W34-10vs. SF,64.9,1.8,32,3.4,1.8,1.3,-0.3,0.0,68.8,2006,REGULAR
13,J. Delhomme,CAR,13,L27-24at PHI,64.7,1.5,41,3.9,3.8,0.4,0.0,-0.4,62.6,2006,REGULAR
14,P. Rivers,SD,13,W24-21at BUF,60.9,0.8,32,2.5,1.0,0.0,-1.6,0.0,59.2,2006,REGULAR
15,T. Romo,DAL,13,W23-20at NYG,56.8,0.8,40,3.1,1.6,0.4,-0.7,0.4,56.8,2006,REGULAR
16,S. McNair,BAL,13,L13-7at CIN,49.6,0.8,47,2.7,1.8,1.5,0.0,-0.6,55.7,2006,REGULAR
17,T. Brady,NE,13,W28-21vs. DET,46.0,0.8,45,3.5,1.5,0.4,-1.7,-0.1,56.5,2006,REGULAR
18,M. Hasselbeck,SEA,13,W23-20at DEN,44.3,-1.9,34,0.1,-0.1,0.0,-0.8,-0.6,31.4,2006,REGULAR
19,J. Kitna,DET,13,L28-21at NE,42.7,-2.0,49,0.6,-2.7,0.1,-2.0,1.3,36.0,2006,REGULAR
20,J. Harrington,MIA,13,L24-10vs. JAX,34.3,-2.7,47,0.1,-2.3,0.0,-2.3,0.1,30.9,2006,REGULAR
21,A. Smith,SF,13,L34-10at NO,30.9,-2.1,34,0.0,-2.0,0.0,-1.8,0.1,29.8,2006,REGULAR
22,J. Campbell,WSH,13,L24-14vs. ATL,29.6,-1.5,43,0.8,-0.6,0.9,-0.5,0.0,38.0,2006,REGULAR
23,B. Roethlisberger,PIT,13,W20-3vs. TB,28.3,-0.8,29,0.8,1.5,-1.0,-0.5,-0.1,40.7,2006,REGULAR
24,A. Brooks,OAK,13,L23-14vs. HOU,22.1,-1.6,49,1.1,-1.5,0.0,-2.8,-0.1,38.6,2006,REGULAR
25,B. Gradkowski,TB,13,L20-3at PIT,12.3,-6.3,48,-2.7,-5.1,0.4,-2.3,-0.3,13.4,2006,REGULAR
26,B. Johnson,MIN,13,L23-13at CHI,8.6,-7.6,35,-5.5,-5.2,-0.5,-0.2,0.0,4.3,2006,REGULAR
27,B. Favre,GB,13,L38-10vs. NYJ,8.0,-8.3,53,-1.9,-2.8,0.4,-0.5,0.0,9.9,2006,REGULAR
28,J. Cutler,DEN,13,L23-20vs. SEA,7.0,-5.4,28,-3.7,-3.8,-1.8,-2.0,-0.1,6.2,2006,REGULAR
29,D. Carr,HOU,13,W23-14at OAK,4.0,-6.5,24,-5.0,-5.4,-1.0,-1.6,-0.2,2.1,2006,REGULAR
30,R. Grossman,CHI,13,W23-13vs. MIN,1.0,-8.4,24,-6.0,-6.1,-0.4,-0.5,0.1,0.7,2006,REGULAR
1,P. Rivers,SD,14,W48-20vs. DEN,97.6,6.8,28,5.9,6.0,-0.4,-0.4,-0.1,96.8,2006,REGULAR
2,E. Manning,NYG,14,W27-13at CAR,95.6,7.1,39,8.2,6.3,1.1,-0.1,0.6,92.8,2006,REGULAR
3,M. Hasselbeck,SEA,14,L27-21at ARI,94.2,7.1,34,8.9,4.1,3.3,-1.3,0.3,95.0,2006,REGULAR
4,D. Brees,NO,14,W42-17at DAL,91.0,7.5,42,8.6,7.9,0.0,-0.5,0.2,92.6,2006,REGULAR
5,B. Favre,GB,14,W30-19at SF,88.9,5.2,37,6.2,6.0,0.0,-0.1,0.1,87.9,2006,REGULAR
6,C. Palmer,CIN,14,W27-10vs. OAK,86.7,3.6,34,4.1,3.6,0.0,0.0,0.5,81.4,2006,REGULAR
7,B. Roethlisberger,PIT,14,W27-7vs. CLE,86.7,4.0,25,4.6,4.3,0.4,0.0,0.0,90.8,2006,REGULAR
8,J. Garcia,PHI,14,W21-19at WSH,82.3,4.0,26,5.0,4.4,0.5,0.0,0.1,89.7,2006,REGULAR
9,V. Young,TEN,14,W26-20at HOU,81.4,5.9,42,8.4,0.3,5.8,-1.0,1.3,88.0,2006,REGULAR
10,S. McNair,BAL,14,W20-10at KC,80.7,3.8,34,5.1,3.8,0.7,0.0,0.5,82.7,2006,REGULAR
11,M. Leinart,ARI,14,W27-21vs. SEA,77.1,2.9,36,4.9,4.7,0.0,0.0,0.1,75.9,2006,REGULAR
12,P. Manning,IND,14,L44-17at JAX,63.7,0.5,55,2.1,1.5,0.0,-0.1,0.4,53.3,2006,REGULAR
13,J. Kitna,DET,14,L30-20vs. MIN,63.3,0.5,47,2.5,0.9,0.0,-1.4,0.2,53.6,2006,REGULAR
14,A. Brooks,OAK,14,L27-10at CIN,53.6,1.3,46,2.5,2.0,-0.1,-0.7,-0.1,59.6,2006,REGULAR
15,J. Harrington,MIA,14,W21-0vs. NE,44.6,-0.5,35,1.4,0.3,0.2,-0.4,0.5,44.5,2006,REGULAR
16,J. Campbell,WSH,14,L21-19vs. PHI,37.8,-0.8,37,1.2,-1.8,2.2,-1.1,-0.3,42.3,2006,REGULAR
17,C. Weinke,CAR,14,L27-13vs. NYG,37.3,-1.2,68,1.8,-0.1,1.6,-0.3,0.0,43.9,2006,REGULAR
18,D. Anderson,CLE,14,L27-7at PIT,32.2,-1.7,37,0.4,2.0,-1.6,0.0,0.0,34.5,2006,REGULAR
19,B. Johnson,MIN,14,W30-20at DET,30.0,-1.5,30,0.2,-0.9,0.9,-0.3,0.0,33.1,2006,REGULAR
20,J. Cutler,DEN,14,L48-20at SD,29.6,-4.4,39,-1.7,-1.0,-2.3,-1.2,0.4,16.8,2006,REGULAR
21,M. Vick,ATL,14,W17-6at TB,28.7,-1.3,28,0.4,-0.2,-0.6,-1.1,0.0,34.6,2006,REGULAR
22,D. Carr,HOU,14,L26-20vs. TEN,24.6,-2.2,29,-0.4,-0.9,-0.3,-0.6,0.2,25.9,2006,REGULAR
23,C. Pennington,NYJ,14,L31-13vs. BUF,23.7,-3.0,42,-0.4,-3.0,1.2,-1.6,-0.1,26.9,2006,REGULAR
24,B. Gradkowski,TB,14,L17-6vs. ATL,22.7,-1.9,31,0.0,-0.5,-0.8,-0.9,0.4,30.0,2006,REGULAR
